Date,Ticker,Sector,Close,Volume
5/11/2020,NVDA,Semiconductors,8.065500259,469060000
5/12/2020,NVDA,Semiconductors,7.802499771,493060000
5/13/2020,NVDA,Semiconductors,7.78000021,625852000
5/14/2020,NVDA,Semiconductors,8.030500412,602312000
5/15/2020,NVDA,Semiconductors,8.490750313,987660000
5/18/2020,NVDA,Semiconductors,8.750249863,774460000
5/19/2020,NVDA,Semiconductors,8.805500031,717320000
5/20/2020,NVDA,Semiconductors,8.970000267,587536000
5/21/2020,NVDA,Semiconductors,8.775250435,761068000
5/22/2020,NVDA,Semiconductors,9.026249886,1038764000
5/26/2020,NVDA,Semiconductors,8.717749596,770780000
5/27/2020,NVDA,Semiconductors,8.525250435,1175892000
5/28/2020,NVDA,Semiconductors,8.487000465,734896000
5/29/2020,NVDA,Semiconductors,8.875499725,745256000
6/1/2020,NVDA,Semiconductors,8.806249619,389876000
6/2/2020,NVDA,Semiconductors,8.825249672,391320000
6/3/2020,NVDA,Semiconductors,8.769499779,365440000
6/4/2020,NVDA,Semiconductors,8.766500473,424280000
6/5/2020,NVDA,Semiconductors,8.920000076,481748000
6/8/2020,NVDA,Semiconductors,8.805000305,387736000
6/9/2020,NVDA,Semiconductors,9.045999527,468488000
6/10/2020,NVDA,Semiconductors,9.366749763,632180000
6/11/2020,NVDA,Semiconductors,8.796250343,583652000
6/12/2020,NVDA,Semiconductors,8.932499886,570908000
6/15/2020,NVDA,Semiconductors,9.173749924,400004000
6/16/2020,NVDA,Semiconductors,9.068499565,535716000
6/17/2020,NVDA,Semiconductors,9.236000061,408304000
6/18/2020,NVDA,Semiconductors,9.218000412,254408000
6/19/2020,NVDA,Semiconductors,9.261249542,524160000
6/22/2020,NVDA,Semiconductors,9.526749611,398468000
6/23/2020,NVDA,Semiconductors,9.449999809,375108000
6/24/2020,NVDA,Semiconductors,9.235500336,449372000
6/25/2020,NVDA,Semiconductors,9.489999771,376072000
6/26/2020,NVDA,Semiconductors,9.154999733,592084000
6/29/2020,NVDA,Semiconductors,9.199999809,342248000
6/30/2020,NVDA,Semiconductors,9.497750282,367892000
7/1/2020,NVDA,Semiconductors,9.529999733,326648000
7/2/2020,NVDA,Semiconductors,9.612250328,364056000
7/6/2020,NVDA,Semiconductors,9.839249611,315892000
7/7/2020,NVDA,Semiconductors,9.871749878,357800000
7/8/2020,NVDA,Semiconductors,10.2159996,365480000
7/9/2020,NVDA,Semiconductors,10.50899982,494548000
7/10/2020,NVDA,Semiconductors,10.47924995,497676000
7/13/2020,NVDA,Semiconductors,10.05224991,457076000
7/14/2020,NVDA,Semiconductors,10.37699986,542676000
7/15/2020,NVDA,Semiconductors,10.2272501,403984000
7/16/2020,NVDA,Semiconductors,10.13475037,344964000
7/17/2020,NVDA,Semiconductors,10.20149994,266284000
7/20/2020,NVDA,Semiconductors,10.51074982,284852000
7/21/2020,NVDA,Semiconductors,10.32849979,277036000
7/22/2020,NVDA,Semiconductors,10.43875027,367292000
7/23/2020,NVDA,Semiconductors,10.12975025,411660000
7/24/2020,NVDA,Semiconductors,10.19449997,473292000
7/27/2020,NVDA,Semiconductors,10.42150021,292132000
7/28/2020,NVDA,Semiconductors,10.21549988,271636000
7/29/2020,NVDA,Semiconductors,10.46549988,284508000
7/30/2020,NVDA,Semiconductors,10.61400032,308880000
7/31/2020,NVDA,Semiconductors,10.61474991,386080000
8/3/2020,NVDA,Semiconductors,11.01025009,412720000
8/4/2020,NVDA,Semiconductors,11.22774982,310336000
8/5/2020,NVDA,Semiconductors,11.28674984,249924000
8/6/2020,NVDA,Semiconductors,11.33549976,244316000
8/7/2020,NVDA,Semiconductors,11.19950008,342516000
8/10/2020,NVDA,Semiconductors,11.16499996,427796000
8/11/2020,NVDA,Semiconductors,10.85000038,354512000
8/12/2020,NVDA,Semiconductors,11.4402504,464412000
8/13/2020,NVDA,Semiconductors,11.44299984,374460000
8/14/2020,NVDA,Semiconductors,11.56400013,366436000
8/17/2020,NVDA,Semiconductors,12.33699989,621300000
8/18/2020,NVDA,Semiconductors,12.26074982,503448000
8/19/2020,NVDA,Semiconductors,12.13850021,622624000
8/20/2020,NVDA,Semiconductors,12.14099979,921388000
8/21/2020,NVDA,Semiconductors,12.68350029,999868000
8/24/2020,NVDA,Semiconductors,12.72025013,490564000
8/25/2020,NVDA,Semiconductors,12.75,289076000
8/26/2020,NVDA,Semiconductors,12.77299976,321244000
8/27/2020,NVDA,Semiconductors,12.62825012,317604000
8/28/2020,NVDA,Semiconductors,13.1477499,537160000
8/31/2020,NVDA,Semiconductors,13.37450027,500840000
9/1/2020,NVDA,Semiconductors,13.8210001,511316000
9/2/2020,NVDA,Semiconductors,14.3465004,874012000
9/3/2020,NVDA,Semiconductors,13.01550007,945128000
9/4/2020,NVDA,Semiconductors,12.62250042,1463684000
9/8/2020,NVDA,Semiconductors,11.91300011,795728000
9/9/2020,NVDA,Semiconductors,12.71500015,736200000
9/10/2020,NVDA,Semiconductors,12.31175041,698684000
9/11/2020,NVDA,Semiconductors,12.16450024,636928000
9/14/2020,NVDA,Semiconductors,12.8722496,1201744000
9/15/2020,NVDA,Semiconductors,12.99100018,727556000
9/16/2020,NVDA,Semiconductors,12.51449966,556384000
9/17/2020,NVDA,Semiconductors,12.46350002,792512000
9/18/2020,NVDA,Semiconductors,12.18924999,698460000
9/21/2020,NVDA,Semiconductors,12.51725006,721044000
9/22/2020,NVDA,Semiconductors,12.63774967,646452000
9/23/2020,NVDA,Semiconductors,12.12374973,647012000
9/24/2020,NVDA,Semiconductors,12.34799957,731240000
9/25/2020,NVDA,Semiconductors,12.87374973,588016000
9/28/2020,NVDA,Semiconductors,13.03499985,573808000
9/29/2020,NVDA,Semiconductors,13.22574997,621460000
9/30/2020,NVDA,Semiconductors,13.53050041,689184000
10/1/2020,NVDA,Semiconductors,13.61450005,525004000
10/2/2020,NVDA,Semiconductors,13.06225014,552496000
10/5/2020,NVDA,Semiconductors,13.64249992,479820000
10/6/2020,NVDA,Semiconductors,13.73649979,784420000
10/7/2020,NVDA,Semiconductors,13.96399975,418084000
10/8/2020,NVDA,Semiconductors,13.83874989,378900000
10/9/2020,NVDA,Semiconductors,13.76274967,346892000
10/12/2020,NVDA,Semiconductors,14.22599983,434744000
10/13/2020,NVDA,Semiconductors,14.24825001,344604000
10/14/2020,NVDA,Semiconductors,14.09525013,276100000
10/15/2020,NVDA,Semiconductors,13.97000027,267224000
10/16/2020,NVDA,Semiconductors,13.8114996,242392000
10/19/2020,NVDA,Semiconductors,13.49775028,298068000
10/20/2020,NVDA,Semiconductors,13.64550018,229212000
10/21/2020,NVDA,Semiconductors,13.52474976,219596000
10/22/2020,NVDA,Semiconductors,13.36100006,290480000
10/23/2020,NVDA,Semiconductors,13.59025002,233484000
10/26/2020,NVDA,Semiconductors,13.14124966,336896000
10/27/2020,NVDA,Semiconductors,13.39675045,250520000
10/28/2020,NVDA,Semiconductors,12.62699986,376520000
10/29/2020,NVDA,Semiconductors,13.02400017,320080000
10/30/2020,NVDA,Semiconductors,12.5340004,416820000
11/2/2020,NVDA,Semiconductors,12.58075047,299652000
11/3/2020,NVDA,Semiconductors,13.01949978,272900000
11/4/2020,NVDA,Semiconductors,13.79424953,410228000
11/5/2020,NVDA,Semiconductors,14.15999985,319028000
11/6/2020,NVDA,Semiconductors,14.56200027,383348000
11/9/2020,NVDA,Semiconductors,13.6307497,582976000
11/10/2020,NVDA,Semiconductors,12.77000046,644068000
11/11/2020,NVDA,Semiconductors,13.41800022,404744000
11/12/2020,NVDA,Semiconductors,13.45674992,365812000
11/13/2020,NVDA,Semiconductors,13.29699993,346312000
11/16/2020,NVDA,Semiconductors,13.51525021,413776000
11/17/2020,NVDA,Semiconductors,13.42224979,312028000
11/18/2020,NVDA,Semiconductors,13.42875004,510924000
11/19/2020,NVDA,Semiconductors,13.4402504,565936000
11/20/2020,NVDA,Semiconductors,13.08775043,341088000
11/23/2020,NVDA,Semiconductors,13.14000034,361356000
11/24/2020,NVDA,Semiconductors,12.95775032,346500000
11/25/2020,NVDA,Semiconductors,13.23474979,259916000
11/27/2020,NVDA,Semiconductors,13.26124954,167276000
11/30/2020,NVDA,Semiconductors,13.40149975,286952000
12/1/2020,NVDA,Semiconductors,13.39000034,296948000
12/2/2020,NVDA,Semiconductors,13.54450035,283360000
12/3/2020,NVDA,Semiconductors,13.39599991,199520000
12/4/2020,NVDA,Semiconductors,13.55825043,202244000
12/7/2020,NVDA,Semiconductors,13.60674953,223244000
12/8/2020,NVDA,Semiconductors,13.35000038,271920000
12/9/2020,NVDA,Semiconductors,12.93074989,401300000
12/10/2020,NVDA,Semiconductors,12.97224998,207764000
12/11/2020,NVDA,Semiconductors,13.01325035,209264000
12/14/2020,NVDA,Semiconductors,13.30875015,270156000
12/15/2020,NVDA,Semiconductors,13.36050034,193016000
12/16/2020,NVDA,Semiconductors,13.24250031,223116000
12/17/2020,NVDA,Semiconductors,13.34125042,231384000
12/18/2020,NVDA,Semiconductors,13.27200031,342064000
12/21/2020,NVDA,Semiconductors,13.33224964,302332000
12/22/2020,NVDA,Semiconductors,13.27824974,185580000
12/23/2020,NVDA,Semiconductors,13.00924969,179144000
12/24/2020,NVDA,Semiconductors,12.99374962,97884000
12/28/2020,NVDA,Semiconductors,12.89999962,212564000
12/29/2020,NVDA,Semiconductors,12.9432497,170372000
12/30/2020,NVDA,Semiconductors,13.14575005,225396000
12/31/2020,NVDA,Semiconductors,13.05500031,192424000
1/4/2021,NVDA,Semiconductors,13.11349964,560640000
1/5/2021,NVDA,Semiconductors,13.40474987,322760000
1/6/2021,NVDA,Semiconductors,12.61450005,580424000
1/7/2021,NVDA,Semiconductors,13.34399986,461480000
1/8/2021,NVDA,Semiconductors,13.27674961,292528000
1/11/2021,NVDA,Semiconductors,13.62150002,518344000
1/12/2021,NVDA,Semiconductors,13.48474979,291476000
1/13/2021,NVDA,Semiconductors,13.53174973,210028000
1/14/2021,NVDA,Semiconductors,13.20024967,283120000
1/15/2021,NVDA,Semiconductors,12.85949993,277780000
1/19/2021,NVDA,Semiconductors,13.02525043,226188000
1/20/2021,NVDA,Semiconductors,13.36575031,258572000
1/21/2021,NVDA,Semiconductors,13.86750031,337780000
1/22/2021,NVDA,Semiconductors,13.71249962,246820000
1/25/2021,NVDA,Semiconductors,13.65324974,251112000
1/26/2021,NVDA,Semiconductors,13.43525028,163980000
1/27/2021,NVDA,Semiconductors,12.91775036,371272000
1/28/2021,NVDA,Semiconductors,13.05099964,228316000
1/29/2021,NVDA,Semiconductors,12.98974991,271552000
2/1/2021,NVDA,Semiconductors,13.23700047,217204000
2/2/2021,NVDA,Semiconductors,13.5567503,220440000
2/3/2021,NVDA,Semiconductors,13.53050041,245408000
2/4/2021,NVDA,Semiconductors,13.66425037,201340000
2/5/2021,NVDA,Semiconductors,13.5909996,169152000
2/8/2021,NVDA,Semiconductors,14.43875027,434624000
2/9/2021,NVDA,Semiconductors,14.26325035,287560000
2/10/2021,NVDA,Semiconductors,14.7642498,485352000
2/11/2021,NVDA,Semiconductors,15.25074959,450828000
2/12/2021,NVDA,Semiconductors,14.96125031,374756000
2/16/2021,NVDA,Semiconductors,15.33024979,321960000
2/17/2021,NVDA,Semiconductors,14.90600014,274756000
2/18/2021,NVDA,Semiconductors,14.82900047,233868000
2/19/2021,NVDA,Semiconductors,14.92650032,271724000
2/22/2021,NVDA,Semiconductors,14.35575008,325884000
2/23/2021,NVDA,Semiconductors,14.1420002,391780000
2/24/2021,NVDA,Semiconductors,14.4989996,448320000
2/25/2021,NVDA,Semiconductors,13.30749989,824436000
2/26/2021,NVDA,Semiconductors,13.71450043,500932000
3/1/2021,NVDA,Semiconductors,13.84175014,353184000
3/2/2021,NVDA,Semiconductors,13.40625,264116000
3/3/2021,NVDA,Semiconductors,12.80475044,377592000
3/4/2021,NVDA,Semiconductors,12.37024975,573344000
3/5/2021,NVDA,Semiconductors,12.46150017,542840000
3/8/2021,NVDA,Semiconductors,11.59325027,543112000
3/9/2021,NVDA,Semiconductors,12.52025032,521824000
3/10/2021,NVDA,Semiconductors,12.46825027,384376000
3/11/2021,NVDA,Semiconductors,12.99349976,299916000
3/12/2021,NVDA,Semiconductors,12.85599995,243964000
3/15/2021,NVDA,Semiconductors,13.19124985,221988000
3/16/2021,NVDA,Semiconductors,13.29125023,272128000
3/17/2021,NVDA,Semiconductors,13.34125042,243864000
3/18/2021,NVDA,Semiconductors,12.72249985,293896000
3/19/2021,NVDA,Semiconductors,12.84574986,299208000
3/22/2021,NVDA,Semiconductors,13.18624973,297804000
3/23/2021,NVDA,Semiconductors,13.07075024,222048000
3/24/2021,NVDA,Semiconductors,12.64299965,245840000
3/25/2021,NVDA,Semiconductors,12.53524971,295144000
3/26/2021,NVDA,Semiconductors,12.83924961,363968000
3/29/2021,NVDA,Semiconductors,12.94824982,273520000
3/30/2021,NVDA,Semiconductors,12.87174988,200204000
3/31/2021,NVDA,Semiconductors,13.34825039,314776000
4/1/2021,NVDA,Semiconductors,13.81175041,308276000
4/5/2021,NVDA,Semiconductors,13.98750019,255672000
4/6/2021,NVDA,Semiconductors,13.86149979,191744000
4/7/2021,NVDA,Semiconductors,14.14350033,251284000
4/8/2021,NVDA,Semiconductors,14.31700039,244416000
4/9/2021,NVDA,Semiconductors,14.39999962,195172000
4/12/2021,NVDA,Semiconductors,15.20899963,869324000
4/13/2021,NVDA,Semiconductors,15.67949963,676212000
4/14/2021,NVDA,Semiconductors,15.27700043,385500000
4/15/2021,NVDA,Semiconductors,16.1372509,598480000
4/16/2021,NVDA,Semiconductors,15.91250038,335208000
4/19/2021,NVDA,Semiconductors,15.36174965,404420000
4/20/2021,NVDA,Semiconductors,15.17125034,334132000
4/21/2021,NVDA,Semiconductors,15.36050034,216776000
4/22/2021,NVDA,Semiconductors,14.85025024,277788000
4/23/2021,NVDA,Semiconductors,15.26525021,227500000
4/26/2021,NVDA,Semiconductors,15.47799969,197796000
4/27/2021,NVDA,Semiconductors,15.38175011,164572000
4/28/2021,NVDA,Semiconductors,15.27674961,209416000
4/29/2021,NVDA,Semiconductors,15.32474995,173196000
4/30/2021,NVDA,Semiconductors,15.00949955,201912000
5/3/2021,NVDA,Semiconductors,14.83675003,203912000
5/4/2021,NVDA,Semiconductors,14.35124969,405324000
5/5/2021,NVDA,Semiconductors,14.45849991,292024000
5/6/2021,NVDA,Semiconductors,14.52299976,193380000
5/7/2021,NVDA,Semiconductors,14.81225014,229328000
5/10/2021,NVDA,Semiconductors,14.26574993,268904000
5/11/2021,NVDA,Semiconductors,14.30624962,285584000
5/12/2021,NVDA,Semiconductors,13.7585001,303408000
5/13/2021,NVDA,Semiconductors,13.66524982,285404000
5/14/2021,NVDA,Semiconductors,14.24300003,258616000
5/17/2021,NVDA,Semiconductors,14.16549969,216980000
5/18/2021,NVDA,Semiconductors,14.01574993,186256000
5/19/2021,NVDA,Semiconductors,14.06575012,344000000
5/20/2021,NVDA,Semiconductors,14.61250019,321592000
5/21/2021,NVDA,Semiconductors,14.99174976,672992000
5/24/2021,NVDA,Semiconductors,15.61200047,554816000
5/25/2021,NVDA,Semiconductors,15.6477499,435408000
5/26/2021,NVDA,Semiconductors,15.69999981,370440000
5/27/2021,NVDA,Semiconductors,15.48799992,581476000
5/28/2021,NVDA,Semiconductors,16.24449921,644536000
6/1/2021,NVDA,Semiconductors,16.26449966,472804000
6/2/2021,NVDA,Semiconductors,16.77824974,594168000
6/3/2021,NVDA,Semiconductors,16.96974945,580008000
6/4/2021,NVDA,Semiconductors,17.57825089,617120000
6/7/2021,NVDA,Semiconductors,17.61899948,575756000
6/8/2021,NVDA,Semiconductors,17.45700073,323848000
6/9/2021,NVDA,Semiconductors,17.35824966,381656000
6/10/2021,NVDA,Semiconductors,17.42499924,287772000
6/11/2021,NVDA,Semiconductors,17.82525063,416308000
6/14/2021,NVDA,Semiconductors,18.01874924,321376000
6/15/2021,NVDA,Semiconductors,17.78849983,243032000
6/16/2021,NVDA,Semiconductors,17.81024933,307124000
6/17/2021,NVDA,Semiconductors,18.65724945,809656000
6/18/2021,NVDA,Semiconductors,18.63875008,968856000
6/21/2021,NVDA,Semiconductors,18.42724991,672384000
6/22/2021,NVDA,Semiconductors,18.88674927,580144000
6/23/2021,NVDA,Semiconductors,19.05724907,332356000
6/24/2021,NVDA,Semiconductors,19.20549965,320924000
6/25/2021,NVDA,Semiconductors,19.03100014,278364000
6/28/2021,NVDA,Semiconductors,19.98500061,495436000
6/29/2021,NVDA,Semiconductors,20.02675056,367632000
6/30/2021,NVDA,Semiconductors,20.00250053,326568000
7/1/2021,NVDA,Semiconductors,20.21199989,480136000
7/2/2021,NVDA,Semiconductors,20.48699951,342764000
7/6/2021,NVDA,Semiconductors,20.69849968,446708000
7/7/2021,NVDA,Semiconductors,20.37174988,418428000
7/8/2021,NVDA,Semiconductors,19.90275002,503300000
7/9/2021,NVDA,Semiconductors,20.0502491,296624000
7/12/2021,NVDA,Semiconductors,20.51250076,321984000
7/13/2021,NVDA,Semiconductors,20.25,290708000
7/14/2021,NVDA,Semiconductors,19.84149933,380100000
7/15/2021,NVDA,Semiconductors,18.96624947,550564000
7/16/2021,NVDA,Semiconductors,18.1609993,688224000
7/19/2021,NVDA,Semiconductors,18.77975082,749060000
7/20/2021,NVDA,Semiconductors,18.61199951,434687000
7/21/2021,NVDA,Semiconductors,19.40999985,371017000
7/22/2021,NVDA,Semiconductors,19.59399986,323826000
7/23/2021,NVDA,Semiconductors,19.55800056,195672000
7/26/2021,NVDA,Semiconductors,19.29400063,203943000
7/27/2021,NVDA,Semiconductors,19.20800018,248863000
7/28/2021,NVDA,Semiconductors,19.50300026,202191000
7/29/2021,NVDA,Semiconductors,19.66200066,190781000
7/30/2021,NVDA,Semiconductors,19.49900055,183497000
8/2/2021,NVDA,Semiconductors,19.75,217444000
8/3/2021,NVDA,Semiconductors,19.81500053,301811000
8/4/2021,NVDA,Semiconductors,20.27400017,231309000
8/5/2021,NVDA,Semiconductors,20.63699913,211435000
8/6/2021,NVDA,Semiconductors,20.36599922,178497000
8/9/2021,NVDA,Semiconductors,20.29500008,146443000
8/10/2021,NVDA,Semiconductors,19.93600082,179238000
8/11/2021,NVDA,Semiconductors,19.6989994,185925000
8/12/2021,NVDA,Semiconductors,19.90500069,151652000
8/13/2021,NVDA,Semiconductors,20.18799973,183063000
8/16/2021,NVDA,Semiconductors,19.95000076,210876000
8/17/2021,NVDA,Semiconductors,19.45800018,204585000
8/18/2021,NVDA,Semiconductors,19.04000092,285913000
8/19/2021,NVDA,Semiconductors,19.79800034,766555000
8/20/2021,NVDA,Semiconductors,20.81599998,675741000
8/23/2021,NVDA,Semiconductors,21.95800018,575807000
8/24/2021,NVDA,Semiconductors,21.79299927,297299000
8/25/2021,NVDA,Semiconductors,22.21299934,347701000
8/26/2021,NVDA,Semiconductors,22.06800079,237940000
8/27/2021,NVDA,Semiconductors,22.63599968,304722000
8/30/2021,NVDA,Semiconductors,22.68799973,262580000
8/31/2021,NVDA,Semiconductors,22.38500023,259850000
9/1/2021,NVDA,Semiconductors,22.44099998,201767000
9/2/2021,NVDA,Semiconductors,22.39599991,187834000
9/3/2021,NVDA,Semiconductors,22.84300041,280532000
9/7/2021,NVDA,Semiconductors,22.66200066,198107000
9/8/2021,NVDA,Semiconductors,22.3390007,254434000
9/9/2021,NVDA,Semiconductors,22.17700005,196856000
9/10/2021,NVDA,Semiconductors,22.47800064,248376000
9/13/2021,NVDA,Semiconductors,22.15200043,297500000
9/14/2021,NVDA,Semiconductors,22.24200058,199755000
9/15/2021,NVDA,Semiconductors,22.3409996,166538000
9/16/2021,NVDA,Semiconductors,22.24200058,156033000
9/17/2021,NVDA,Semiconductors,21.89999962,294503000
9/20/2021,NVDA,Semiconductors,21.11300087,349440000
9/21/2021,NVDA,Semiconductors,21.24600029,204688000
9/22/2021,NVDA,Semiconductors,21.94099998,268726000
9/23/2021,NVDA,Semiconductors,22.48200035,248555000
9/24/2021,NVDA,Semiconductors,22.08099937,217655000
9/27/2021,NVDA,Semiconductors,21.65999985,245215000
9/28/2021,NVDA,Semiconductors,20.6989994,343069000
9/29/2021,NVDA,Semiconductors,20.5170002,218394000
9/30/2021,NVDA,Semiconductors,20.7159996,221009000
10/1/2021,NVDA,Semiconductors,20.74200058,240978000
10/4/2021,NVDA,Semiconductors,19.73200035,345635000
10/5/2021,NVDA,Semiconductors,20.45100021,279282000
10/6/2021,NVDA,Semiconductors,20.70000076,297202000
10/7/2021,NVDA,Semiconductors,21.07500076,256919000
10/8/2021,NVDA,Semiconductors,20.83099937,151258000
10/11/2021,NVDA,Semiconductors,20.69499969,163388000
10/12/2021,NVDA,Semiconductors,20.67099953,162134000
10/13/2021,NVDA,Semiconductors,20.93899918,180652000
10/14/2021,NVDA,Semiconductors,21.74600029,243589000
10/15/2021,NVDA,Semiconductors,21.86199951,226994000
10/18/2021,NVDA,Semiconductors,22.22200012,189494000
10/19/2021,NVDA,Semiconductors,22.29000092,161473000
10/20/2021,NVDA,Semiconductors,22.10300064,146276000
10/21/2021,NVDA,Semiconductors,22.69199944,187590000
10/22/2021,NVDA,Semiconductors,22.72599983,249384000
10/25/2021,NVDA,Semiconductors,23.16600037,230235000
10/26/2021,NVDA,Semiconductors,24.71699905,485898000
10/27/2021,NVDA,Semiconductors,24.45100021,245990000
10/28/2021,NVDA,Semiconductors,24.94099998,234204000
10/29/2021,NVDA,Semiconductors,25.56699944,292503000
11/1/2021,NVDA,Semiconductors,25.82699966,265740000
11/2/2021,NVDA,Semiconductors,26.40099907,294112000
11/3/2021,NVDA,Semiconductors,26.59799957,239910000
11/4/2021,NVDA,Semiconductors,29.8010006,1153631000
11/5/2021,NVDA,Semiconductors,29.75200081,851260000
11/8/2021,NVDA,Semiconductors,30.80400085,503101000
11/9/2021,NVDA,Semiconductors,30.65699959,646746000
11/10/2021,NVDA,Semiconductors,29.45899963,636206000
11/11/2021,NVDA,Semiconductors,30.38999939,332172000
11/12/2021,NVDA,Semiconductors,30.38999939,413054000
11/15/2021,NVDA,Semiconductors,30.02499962,384909000
11/16/2021,NVDA,Semiconductors,30.20299911,264484000
11/17/2021,NVDA,Semiconductors,29.26099968,428508000
11/18/2021,NVDA,Semiconductors,31.67499924,781711000
11/19/2021,NVDA,Semiconductors,32.98500061,533867000
11/22/2021,NVDA,Semiconductors,31.95599937,754335000
11/23/2021,NVDA,Semiconductors,31.74600029,532163000
11/24/2021,NVDA,Semiconductors,32.67399979,435162000
11/26/2021,NVDA,Semiconductors,31.50300026,283069000
